site_country,asm,field_year,tpt_id_key,project_number,crop_code,target_code,site_name,requested_trials,priority,ton_recommendation,difference,overall_recommendation,total_country_capacity,percent_country_capacity,ton_percent_country_capacity
Argentina,AMX,2023,HA23ARGN5AMX,BIUC0002,ZEAMX,ZEAMD,ARG (Country group),1,2,2,+1,TON Increase,Argentina: 143,0.006993006993006993,0.013986013986013986
Argentina,LOR,2023,ID23ARGF2LOR,N-3973,PYUCO,QUADPE,ARG,5,2,9,+4,TON Increase,Argentina: 143,0.03496503496503497,0.06293706293706294
Argentina,LOR,2023,ID23ARGF6LOR,N-5972,PYUCO,"PSECSP, PSYLPC, QUADPE",ARG,4,1,3,-1,TON Decrease,Argentina: 143,0.027972027972027972,0.02097902097902098
Argentina,SCR,2023,HD23ARGM4SCR,N-8422,ZEAMD,"AMSSS, DIGSA, ECHCO, ELEIN, ERIBO",ARG,15,2,20,+5,TON Increase,Argentina: 143,0.1048951048951049,0.13986013986013987
Argentina,SCR,2023,HD23ARGM3SCR,N-8422,ZEAMD,"AMASS, DIGSA, ECHCO, ELEIN, ERIBO",ARG,15,1,26,+11,TON Increase,Argentina: 143,0.1048951048951049,0.18181818181818182
Argentina,JPX,2023,HA23ARG6CJPX,BIRXL046,ZEAMX,YYSTB,ARG (Country group),2,1,4,+2,TON Increase,Argentina: 143,0.013986013986013986,0.027972027972027972
Argentina,SCR,2023,HD23ARGS3SCR,N-7307,GLXMA,WWWW1,ARG,20,1,36,+16,TON Increase,Argentina: 143,0.13986013986013987,0.2517482517482518
Argentina,GGR,2023,FD23ARGT2GGR,N-5059,TRZAS,"LEPTNO, SEPTTR",ARG,4,1,5,+1,TON Increase,Argentina: 143,0.027972027972027972,0.03496503496503497
Argentina,MYX,2023,HA23ARGPDMYX,BIHT0002,YACKR,TTTTT,ARG (Country group),4,2,8,+4,TON Increase,Argentina: 143,0.027972027972027972,0.055944055944055944
Argentina,MYX,2023,HA23ARGPAMYX,BIHT0002,YACKR,TTTTT,ARG (Country group),3,2,6,+3,TON Increase,Argentina: 143,0.02097902097902098,0.04195804195804196
Argentina,GGR,2023,SD23ARGT8GGR,N-8017,TRZAS,"FUSASP, RHIZSP",ARG,2,1,1,-1,TON Decrease,Argentina: 143,0.013986013986013986,0.006993006993006993
Argentina,LOR,2023,FD23ARGF1LOR,N-7421,VACCO,BOTRCI,ARG,4,1,8,+4,TON Increase,Argentina: 143,0.027972027972027972,0.055944055944055944
Argentina,GGR,2023,FD23ARGS1GGR,N-8879,GLXMA,"CERCKI, CERCSO, CORYCA, PHAKPA, SEPTGL",ARG,22,2,13,-9,TON Decrease,Argentina: 143,0.15384615384615385,0.09090909090909091
Argentina,MYX,2023,HA23ARGTCMYX,BIHC0001,YACKR,"TTTDD, TTTMM",ARG (Country group),1,1,2,+1,TON Increase,Argentina: 143,0.006993006993006993,0.013986013986013986
Argentina,JWR,2023,SD23ARGM3JWR,"N-7993, N-8424",ZEAMD,DICLFU,ARG,6,1,12,+6,TON Increase,Argentina: 143,0.04195804195804196,0.08391608391608392
Argentina,MYX,2023,HA23ARGTIMYX,BIHC0001,YACKR,"TTTDD, TTTMM",ARG (Country group),1,1,1,0,TON Approves,Argentina: 143,0.006993006993006993,0.006993006993006993
Argentina,AMX,2023,HA23ARGN3AMX,BIUC0002,ZEAMD,"TTTDD, TTTMM, TTTTT",ARG (Country group),1,1,2,+1,TON Increase,Argentina: 143,0.006993006993006993,0.013986013986013986
Argentina,AMX,2023,HA23ARGM1AMX,"BIAH0005, BIDC0033",YACKR,"TTTDD, TTTMM, TTTTT",ARG (Country group),3,1,4,+1,TON Increase,Argentina: 143,0.02097902097902098,0.027972027972027972
Argentina,MYX,2023,HA23ARGTEMYX,BIHC0001,YACKR,"TTTDD, TTTMM",ARG (Country group),1,1,1,0,TON Approves,Argentina: 143,0.006993006993006993,0.006993006993006993
Argentina,GGR,2023,FD23ARGT1GGR,N-7468,TRZAS,"LEPTNO, PUCCGT, PUCCRT, PUCCSI, PYRNTR, SEPTTR",ARG,15,2,9,-6,TON Decrease,Argentina: 143,0.1048951048951049,0.06293706293706294
Argentina,MYX,2023,HA23ARGTDMYX,BIHC0001,YACKR,"TTTDD, TTTMM",ARG (Country group),2,1,1,-1,TON Decrease,Argentina: 143,0.013986013986013986,0.006993006993006993
Argentina,LOR,2023,ID23ARGF3LOR,N-3973,"CIDLI, MABSD","METTUL, TETRUR",ARG,4,1,6,+2,TON Increase,Argentina: 143,0.027972027972027972,0.04195804195804196
Argentina,GGR,2023,SD23ARGT6GGR,N-8017,TRZAS,"FUSASP, PUCCRT, PUCCSI, PYRNTR, USTINT",ARG,12,2,16,+4,TON Increase,Argentina: 143,0.08391608391608392,0.11188811188811189
Argentina,LOR,2023,ID23ARGF1LOR,N-3973,MABSD,QUADPE,ARG,4,2,6,+2,TON Increase,Argentina: 143,0.027972027972027972,0.04195804195804196
Argentina,JPX,2023,HA23ARG9AJPX,BIUT0001,TRZAW,LOLSS,ARG (Country group),1,2,1,0,TON Approves,Argentina: 143,0.006993006993006993,0.006993006993006993
Argentina,GGR,2023,SD23ARGD6GGR,N-8017,HORVS,"COCHSA, FUSASP, PYRNTE, RAMUCC, RHYNSE, USTINH",ARG,12,2,16,+4,TON Increase,Argentina: 143,0.08391608391608392,0.11188811188811189
Argentina,GGR,2023,SD23ARGT7GGR,N-8017,TRZAS,"ALTESP, ASPESP, EPCCSP, FUSASP, PENISP, PYRNTR",ARG,4,1,3,-1,TON Decrease,Argentina: 143,0.027972027972027972,0.02097902097902098
Argentina,SCR,2023,HD23ARGM2SCR,N-7565,ZEAMD,"AVESS, GLXMA, HELAN, HORSS, VICSS",ARG,8,1,1,-7,TON Decrease,Argentina: 143,0.055944055944055944,0.006993006993006993
Argentina,GGR,2023,SD23ARGD7GGR,N-8017,HORVS,"ALTESP, ASPESP, COCHSA, EPCCSP, FUSASP, PENISP, PYRNTE",ARG,4,2,3,-1,TON Decrease,Argentina: 143,0.027972027972027972,0.02097902097902098
Argentina,GGR,2023,SD23ARGS0GGR,N-8017,GLXMA,FUSASP,ARG,4,1,6,+2,TON Increase,Argentina: 143,0.027972027972027972,0.04195804195804196
Argentina,JWR,2023,SD23ARGM2JWR,N-7993,ZEAMD,DALBMA,ARG,5,1,3,-2,TON Decrease,Argentina: 143,0.03496503496503497,0.02097902097902098
Argentina,GGR,2023,SD23ARGS9GGR,N-8017,GLXMA,RHIZSO,ARG,1,1,2,+1,TON Increase,Argentina: 143,0.006993006993006993,0.013986013986013986
Argentina,LOR,2023,ID23ARGC1LOR,N-7364,"CIDCL, CIDSI","METTCI, PHYUOL",ARG,4,2,5,+1,TON Increase,Argentina: 143,0.027972027972027972,0.03496503496503497
Argentina,NMX,2023,SA23WLD57NMX,BIBH0006,ZEAMD,"TTTTT, YERTR",ARG (Country group),60,2,7,-53,TON Decrease,Argentina: 143,0.4195804195804196,0.04895104895104895
Argentina,MYX,2023,HA23ARGTAMYX,BIHC0001,YACKR,"TTTDD, TTTMM",ARG (Country group),1,1,1,0,TON Approves,Argentina: 143,0.006993006993006993,0.006993006993006993
Argentina,GGR,2023,FD23ARGD2GGR,N-5059,HORVS,"COCHSA, PUCCHD, PYRNTE, RAMUCC, RHYNSE",ARG,6,2,9,+3,TON Increase,Argentina: 143,0.04195804195804196,0.06293706293706294
Argentina,AMX,2023,HA23ARGN2AMX,BIUC0002,ZEAMD,"TTTDD, TTTMM, TTTTT",ARG (Country group),1,2,1,0,TON Approves,Argentina: 143,0.006993006993006993,0.006993006993006993
Argentina,LOR,2023,FD23ARGP2LOR,N-5410,SOLTU,PHYTIN,ARG,6,1,7,+1,TON Increase,Argentina: 143,0.04195804195804196,0.04895104895104895
Argentina,MYX,2023,HA23ARGTBMYX,BIHC0001,YACKR,"TTTDD, TTTMM",ARG (Country group),2,1,2,0,TON Approves,Argentina: 143,0.013986013986013986,0.013986013986013986
Argentina,MYX,2023,HA23ARGTHMYX,BIHC0001,YACKR,"TTTDD, TTTMM",ARG (Country group),1,2,1,0,TON Approves,Argentina: 143,0.006993006993006993,0.006993006993006993
Argentina,GGR,2023,FD23ARGN2GGR,N-5059,ARHHY,SCLEMI,ARG,2,1,4,+2,TON Increase,Argentina: 143,0.013986013986013986,0.027972027972027972
Argentina,MYX,2023,HA23ARGPBMYX,BIHT0002,YACKR,TTTTT,ARG (Country group),3,1,6,+3,TON Increase,Argentina: 143,0.02097902097902098,0.04195804195804196
Argentina,LOR,2023,FD23ARGH3LOR,N-5410,ALLCE,PERODE,ARG,5,2,1,-4,TON Decrease,Argentina: 143,0.03496503496503497,0.006993006993006993
Argentina,CUX,2023,SA23WLD10CUX,BITY0010,GLXMA,PHYTMS,ARG (Country group),4,2,7,+3,TON Increase,Argentina: 143,0.027972027972027972,0.04895104895104895
Argentina,LOR,2023,FD23ARGB1LOR,M-564,PHSVX,SCLESC,ARG,4,2,8,+4,TON Increase,Argentina: 143,0.027972027972027972,0.055944055944055944
Argentina,LLX,2023,HA23ARG6YLLX,BIDU0030,GLXMA,"LOLMU, TTTDD, TTTMM",ARG (Country group),2,2,3,+1,TON Increase,Argentina: 143,0.013986013986013986,0.02097902097902098
Argentina,SCR,2023,HD23ARGO2SCR,"N-8873, N-8874",YACKR,"CHEAL, DIGSA, ECHCO, ELEIN",ARG,10,1,18,+8,TON Increase,Argentina: 143,0.06993006993006994,0.1258741258741259
Argentina,LOR,2023,ID23ARGF5LOR,N-5972,MABSD,"ERISLA, QUADPE",ARG,5,1,6,+1,TON Increase,Argentina: 143,0.03496503496503497,0.04195804195804196
Argentina,LOR,2023,ID23ARGC2LOR,N-7364,"CIDCL, CIDSI","ACEISH, METTCI",ARG,2,2,3,+1,TON Increase,Argentina: 143,0.013986013986013986,0.02097902097902098
Argentina,JWR,2023,ID23ARGM2JWR,N-7987,ZEAMD,DALBMA,ARG,6,1,9,+3,TON Increase,Argentina: 143,0.04195804195804196,0.06293706293706294
Argentina,JWR,2023,ID23ARGM3JWR,N-7987,ZEAMD,DICLFU,ARG,8,2,3,-5,TON Decrease,Argentina: 143,0.055944055944055944,0.02097902097902098
Argentina,GGR,2023,FD23ARGN1GGR,N-5059,ARHHY,MYCOBE,ARG,9,1,6,-3,TON Decrease,Argentina: 143,0.06293706293706294,0.04195804195804196
Argentina,LLX,2023,HA23ARG4ALLX,BIDU0028,GLXMA,YWHPP,ARG (Country group),2,2,3,+1,TON Increase,Argentina: 143,0.013986013986013986,0.02097902097902098
Argentina,JWR,2023,SD23ARGM1JWR,N-8424,ZEAMD,LAPHFR,ARG,16,1,9,-7,TON Decrease,Argentina: 143,0.11188811188811189,0.06293706293706294
Argentina,LTX,2023,FA23WLD5ALTX,"BIAA0024, BIKW0004","VITVI, YWASS","ADB, UNCINE",ARG (Country group),2,2,2,0,TON Approves,Argentina: 143,0.013986013986013986,0.013986013986013986
Argentina,JWR,2023,SD23ARGM4JWR,N-8424,ZEAMD,"AGRILI, DILDAB, PHYGSP",ARG,9,2,4,-5,TON Decrease,Argentina: 143,0.06293706293706294,0.027972027972027972
Argentina,CUX,2023,SA23WLD11CUX,BITY0010,HELAN,PLASHA,ARG (Country group),2,2,3,+1,TON Increase,Argentina: 143,0.013986013986013986,0.02097902097902098
Argentina,AMX,2023,HA23ARGM2AMX,BIWY0007,YACKR,"TTTDD, TTTMM, TTTTT",ARG (Country group),3,2,5,+2,TON Increase,Argentina: 143,0.02097902097902098,0.03496503496503497
Argentina,LOR,2023,ID23ARGH1LOR,N-2778,ALLSA,DITYDE,ARG,6,2,3,-3,TON Decrease,Argentina: 143,0.04195804195804196,0.02097902097902098
Argentina,JPX,2023,HA23ARG9BJPX,BIUT0001,TRZAW,LOLSS,ARG (Country group),1,2,1,0,TON Approves,Argentina: 143,0.006993006993006993,0.006993006993006993
Argentina,NGX,2023,IA23WLD04NGX,BIRF0046,MABSD,"CARPPO, LASPMO",ARG (Country group),2,1,4,+2,TON Increase,Argentina: 143,0.013986013986013986,0.027972027972027972
Argentina,GGR,2023,FD23ARGM1GGR,EXPL,ZEAMD,"CERCZM, PHSPMA, PUCCSO, SETOTU",ARG,20,1,8,-12,TON Decrease,Argentina: 143,0.13986013986013987,0.055944055944055944
Argentina,LOR,2023,FD23ARGV4LOR,N-5410,VITVI,PERODE,ARG,4,1,1,-3,TON Decrease,Argentina: 143,0.027972027972027972,0.006993006993006993
Argentina,1SC,2023,HD23ARGO01SC,N-7982,NA,"AVESA, HORSS",ARG,2,1,4,+2,TON Increase,Argentina: 143,0.013986013986013986,0.027972027972027972
Argentina,EIX,2023,IA23WLDSEEIX,BIRXN035,GLXMA,"COMPLX, DIABSC, HELIAR, LAPHFR, PRODER, PSEPIN, RACHNU",ARG (Country group),2,1,2,0,TON Approves,Argentina: 143,0.013986013986013986,0.013986013986013986
Argentina,GGR,2023,SD23ARGD8GGR,N-8017,HORVS,"FUSASP, RHIZSP",ARG,2,2,3,+1,TON Increase,Argentina: 143,0.013986013986013986,0.02097902097902098
Argentina,LOR,2023,ID23ARGV1LOR,N-7543,VITVI,POLYBO,ARG,2,1,2,0,TON Approves,Argentina: 143,0.013986013986013986,0.013986013986013986
Argentina,SCR,2023,HD23ARGM1SCR,N-6575,NA,NA,ARG (Country group),10,1,14,+4,TON Increase,Argentina: 143,0.06993006993006994,0.0979020979020979
Argentina,LLX,2023,HA23ARG4CLLX,BIDU0028,NNNAC,"TTTDD, TTTMM",ARG (Country group),1,1,1,0,TON Approves,Argentina: 143,0.006993006993006993,0.006993006993006993
Argentina,LLX,2023,HA23ARG4DLLX,BIDU0028,NNNAC,"TTTDD, TTTMM",ARG (Country group),1,1,2,+1,TON Increase,Argentina: 143,0.006993006993006993,0.013986013986013986
Argentina,GGR,2023,SD23ARGM7GGR,EXPL,ZEAMD,SPHTRE,ARG,3,2,1,-2,TON Decrease,Argentina: 143,0.02097902097902098,0.006993006993006993
Argentina,IWX,2023,FA23WLDMEIWX,BIKC0002,ZEAMX,"PUCCSO, SETOTU",ARG (Country group),3,2,3,0,TON Approves,Argentina: 143,0.02097902097902098,0.02097902097902098
Argentina,LOR,2023,FD23ARGP1LOR,N-7564,SOLTU,ALTESO,ARG,6,2,11,+5,TON Increase,Argentina: 143,0.04195804195804196,0.07692307692307693
Argentina,LOR,2023,FD23ARGH4LOR,N-5410,ALLSA,PERODE,ARG,5,2,8,+3,TON Increase,Argentina: 143,0.03496503496503497,0.055944055944055944
Argentina,NGX,2023,IA23WLD07NGX,BIRF0046,"CUC, LYPES","GNORAB, LIRISP",ARG (Country group),0,1,0,0,TON Approves,Argentina: 143,0,0
Argentina,LLX,2023,HA23ARG4BLLX,BIDU0028,ZEAMD,YWHPP,ARG (Country group),2,1,3,+1,TON Increase,Argentina: 143,0.013986013986013986,0.02097902097902098
Argentina,LOR,2023,FD23ARGV1LOR,N-7421,VITVI,BOTRCI,ARG,4,2,2,-2,TON Decrease,Argentina: 143,0.027972027972027972,0.013986013986013986
Argentina,BMX,2023,FA23WLD01BMX,BIAA0069,TRZAX,"ERYSGT, PUCCRT, PUCCSI, PYRNTR, SEPTTR, ZZYYFF",ARG (Country group),3,1,4,+1,TON Increase,Argentina: 143,0.02097902097902098,0.027972027972027972
Argentina,LOR,2023,ID23ARGH4LOR,N-5972,LYPES,BEMITA,ARG,4,1,5,+1,TON Increase,Argentina: 143,0.027972027972027972,0.03496503496503497
Argentina,GGR,2023,FD23ARGD1GGR,N-7468,HORVS,"COCHSA, PUCCHD, PYRNTE, RAMUCC, RHYNSE",ARG,15,2,10,-5,TON Decrease,Argentina: 143,0.1048951048951049,0.06993006993006994
Argentina,LLX,2023,HA23ARG3CLLX,BIDU0028,H3,"BBBAN, GGGGG",ARG (Country group),1,2,1,0,TON Approves,Argentina: 143,0.006993006993006993,0.006993006993006993
Argentina,IWX,2023,FA23WLDOBIWX,BIKC0002,GLXMA,CERCSO,ARG (Country group),2,2,1,-1,TON Decrease,Argentina: 143,0.013986013986013986,0.006993006993006993
Belgium,JFR,2023,FR23EUR61JFR,"N-6179, N-7628",ALLPO,PHYTPO,BEL,1,2,2,+1,TON Increase,Belgium: 70,0.014285714285714285,0.02857142857142857
Belgium,MBR,2023,HR23EURWSMBR,N-8384,SECCW,NA,BEL,NA,2,NA,NA,NA,Belgium: 70,NA,NA
Belgium,MBR,2023,HR23EURECMBR,N-8767,TRZAW,NA,BEL,NA,1,NA,NA,NA,Belgium: 70,NA,NA
Belgium,SFR,2023,FR23EUR28SFR,N-8062,BEAVA,"CERCBE, ERYSBE, PEROFB, PLEOBJ, RAMUBE, UROMBE",BEL,3,1,6,+3,TON Increase,Belgium: 70,0.04285714285714286,0.08571428571428572
Belgium,MBR,2023,HR23EUREEMBR,N-8767,HORVW,NA,BEL,NA,2,NA,NA,NA,Belgium: 70,NA,NA
Belgium,XWR,2023,IR23EURPDXWR,N-7364,MABSD,"METTUL, TETRUR",BEL,1,1,1,0,TON Approves,Belgium: 70,0.014285714285714285,0.014285714285714285
Belgium,JFR,2023,FR23EUR34JFR,N-8140,PYUCO,BOTRCI,BEL,2,2,4,+2,TON Increase,Belgium: 70,0.02857142857142857,0.05714285714285714
Belgium,MBR,2023,HR23EURWMMBR,N-8384,"CCCC1, CCCC2, CCCC3, TRZAW","YYSTA, YYSTB",BEL,NA,1,NA,NA,NA,Belgium: 70,NA,NA
Belgium,MBR,2023,HR23EURWIMBR,N-8384,TRZAW,NA,BEL,NA,1,NA,NA,NA,Belgium: 70,NA,NA
Belgium,MBR,2023,HR23EUREKMBR,N-8767,"CCCC1, CCCC2, CCCC3, TRZAW","YYSTA, YYSTB",BEL,NA,2,NA,NA,NA,Belgium: 70,NA,NA
Belgium,MBR,2023,HR23EUREJMBR,N-8767,HORVW,NA,BEL,NA,2,NA,NA,NA,Belgium: 70,NA,NA
Belgium,CPR,2023,HR23EURXXCPR,POSTAIR,YSTEG,"BBBAN, BBBPE, GGGAN, GGGPE",BEL,3,1,5,+2,TON Increase,Belgium: 70,0.04285714285714286,0.07142857142857142
Belgium,CPR,2023,HR23EUR2CCPR,"N-6000, N-8045",C2,"TTTDD, TTTMM",BEL,1,2,2,+1,TON Increase,Belgium: 70,0.014285714285714285,0.02857142857142857
Belgium,JFR,2023,FR23EUR39JFR,N-8952,PYUCO,VENTPI,BEL,2,2,4,+2,TON Increase,Belgium: 70,0.02857142857142857,0.05714285714285714
Belgium,CPR,2023,HR23EUR1LCPR,N-6030,BEAVA,NA,BEL,1,2,2,+1,TON Increase,Belgium: 70,0.014285714285714285,0.02857142857142857
Belgium,CPR,2023,HR23EUR1CCPR,N-6029,BEAVA,"TTTDD, TTTMM, TTTTT",BEL,2,1,1,-1,TON Decrease,Belgium: 70,0.02857142857142857,0.014285714285714285
Belgium,XWR,2023,IR23EURP1XWR,"N-7364, N-8555",PYUCO,PSYLPI,BEL,1,1,1,0,TON Approves,Belgium: 70,0.014285714285714285,0.014285714285714285
Belgium,CPR,2023,HR23EUR2XCPR,"N-6000, N-8045",C3,"TTTDD, TTTMM",BEL,1,2,2,+1,TON Increase,Belgium: 70,0.014285714285714285,0.02857142857142857
Belgium,JFR,2023,FR23EUR40JFR,N-3714,PYUCO,"PLEOAL, STEMSP",BEL,2,2,1,-1,TON Decrease,Belgium: 70,0.02857142857142857,0.014285714285714285
Belgium,MBR,2023,HR23EURWQMBR,N-8384,TTLWI,NA,BEL,NA,2,NA,NA,NA,Belgium: 70,NA,NA
Belgium,MBR,2023,HR23EURUBMBR,N-8375,"HORVW, TRZAW","ALOMY, APESV, POASS, TTTDD",BEL,1,2,2,+1,TON Increase,Belgium: 70,0.014285714285714285,0.02857142857142857
Belgium,CPR,2023,HR23EUR8SCPR,N-8045,C5,NA,BEL,2,1,4,+2,TON Increase,Belgium: 70,0.02857142857142857,0.05714285714285714
Belgium,CPR,2023,HR23EURYYCPR,POSTAIR,YSTEG,"BBBAN, BBBPE, GGGAN, GGGPE",BEL,1,2,2,+1,TON Increase,Belgium: 70,0.014285714285714285,0.02857142857142857
Belgium,JFR,2023,FR23EUR80JFR,"N-6179, N-7628",SOLTU,PHYTIN,BEL,1,1,1,0,TON Approves,Belgium: 70,0.014285714285714285,0.014285714285714285
Belgium,CPR,2023,HR23EUR1RCPR,N-7944,SOLTU,NA,BEL,1,2,2,+1,TON Increase,Belgium: 70,0.014285714285714285,0.02857142857142857
Belgium,MBR,2023,HR23EURWVMBR,N-8384,AVESW,NA,BEL,NA,1,NA,NA,NA,Belgium: 70,NA,NA
Belgium,MBR,2023,HR23EURWUMBR,N-8375,AVESW,NA,BEL,NA,2,NA,NA,NA,Belgium: 70,NA,NA
Belgium,XWR,2023,IR23EURP2XWR,"N-7364, N-8555",MABSD,MABSD,BEL,2,2,2,0,TON Approves,Belgium: 70,0.02857142857142857,0.02857142857142857
Belgium,JFR,2023,FR23EUR31JFR,N-8140,MABSD,VENTIN,BEL,4,2,3,-1,TON Decrease,Belgium: 70,0.05714285714285714,0.04285714285714286
Belgium,JFR,2023,FR23EUR36JFR,N-5663,FRAAN,"PHYTCC, PHYTFR",BEL,1,1,2,+1,TON Increase,Belgium: 70,0.014285714285714285,0.02857142857142857
Belgium,MBR,2023,HR23EURWHMBR,N-8384,HORVW,NA,BEL,NA,2,NA,NA,NA,Belgium: 70,NA,NA
Belgium,CPR,2023,HR23EURYXCPR,POSTAIR,YSTEG,"BBBAN, GGGAN",BEL,3,1,6,+3,TON Increase,Belgium: 70,0.04285714285714286,0.08571428571428572
Belgium,MBR,2023,HR23EURWPMBR,N-8384,TTLWI,NA,BEL,1,1,2,+1,TON Increase,Belgium: 70,0.014285714285714285,0.02857142857142857
Belgium,MBR,2023,HR23EURWCMBR,N-8384,"HORVW, TRZAW","ALOMY, APESV, LOLSS, POASS, TTTDD",BEL,1,2,2,+1,TON Increase,Belgium: 70,0.014285714285714285,0.02857142857142857
Belgium,MBR,2023,HR23EURWOMBR,N-8375,TRZDW,NA,BEL,NA,1,NA,NA,NA,Belgium: 70,NA,NA
Belgium,CPR,2023,HR23EURXYCPR,POSTAIR,YSTEG,"BBBPE, GGGPE, TTTOT",BEL,1,2,1,0,TON Approves,Belgium: 70,0.014285714285714285,0.014285714285714285
Belgium,MBR,2023,HR23EURWWMBR,N-8384,TRZSP,NA,BEL,2,1,1,-1,TON Decrease,Belgium: 70,0.02857142857142857,0.014285714285714285
Belgium,MBR,2023,HR23EURWDMBR,N-8384,"HORVW, TRZAW","ALOMY, APESV, LOLSS, POASS, TTTDD",BEL,1,1,2,+1,TON Increase,Belgium: 70,0.014285714285714285,0.02857142857142857
Belgium,PGR,2023,SR23EUR45PGR,N-2942,ZEAMX,G,BEL,2,2,3,+1,TON Increase,Belgium: 70,0.02857142857142857,0.04285714285714286
Belgium,PGR,2023,SR23EUR62PGR,N-5595,"CUMSA, LACSA, LYPES","SCLEMI, SCLESP",BEL,2,1,4,+2,TON Increase,Belgium: 70,0.02857142857142857,0.05714285714285714
Belgium,JFR,2023,FR23EUR63JFR,N-7628,"CUC, CUMME, CUMSA",PSPECU,BEL,1,2,1,0,TON Approves,Belgium: 70,0.014285714285714285,0.014285714285714285
Belgium,MBR,2023,HR23EURWGMBR,N-8384,TRZAW,NA,BEL,NA,1,NA,NA,NA,Belgium: 70,NA,NA
Belgium,MBR,2023,HR23EURUAMBR,N-8375,"HORVW, TRZAW","ALOMY, APESV, POASS, TTTDD",BEL,1,1,2,+1,TON Increase,Belgium: 70,0.014285714285714285,0.02857142857142857
Belgium,JFR,2023,FR23EUR33JFR,N-8140,PYUCO,"PLEOAL, STEMSP",BEL,4,2,2,-2,TON Decrease,Belgium: 70,0.05714285714285714,0.02857142857142857
Belgium,MBR,2023,HR23EURWFMBR,N-8384,HORVW,NA,BEL,NA,2,NA,NA,NA,Belgium: 70,NA,NA
Belgium,CPR,2023,HR23EUR8OCPR,N-8045,C2,NA,BEL,1,2,1,0,TON Approves,Belgium: 70,0.014285714285714285,0.014285714285714285
Belgium,SFR,2023,FR23EUR23SFR,N-4768,"HORVS, HORVW","PUCCHD, PYRNTE, RHYNSE, ZZYYFF",BEL,1,1,1,0,TON Approves,Belgium: 70,0.014285714285714285,0.014285714285714285
Belgium,MBR,2023,HR23EURWNMBR,N-8384,TRZDW,NA,BEL,NA,1,NA,NA,NA,Belgium: 70,NA,NA
Belgium,XWR,2023,IR23EURP8XWR,N-7364,"PRNAV, PRNDO, PRNPS",TETRUR,BEL,1,1,2,+1,TON Increase,Belgium: 70,0.014285714285714285,0.02857142857142857
Belgium,SFR,2023,FR23EUR20SFR,N-4768,TRZAW,"LEPTNO, MONGNI, PUCCRE, PUCCSI, PYRNTR, SEPTTR, ZZYYFF",BEL,2,2,1,-1,TON Decrease,Belgium: 70,0.02857142857142857,0.014285714285714285
Belgium,MBR,2023,HR23EUREIMBR,N-8767,TRZAW,NA,BEL,NA,1,NA,NA,NA,Belgium: 70,NA,NA
Belgium,MBR,2023,HR23EURWJMBR,N-8384,HORVW,NA,BEL,NA,1,NA,NA,NA,Belgium: 70,NA,NA
Belgium,CPR,2023,HD23EUR2ZCPR,N-8109,"C2, C5, CIDSS, OLVEU","TTTDD, TTTMM",BEL,1,2,2,+1,TON Increase,Belgium: 70,0.014285714285714285,0.02857142857142857
Belgium,MBR,2023,HR23EUREFMBR,N-8767,HORVW,NA,BEL,NA,2,NA,NA,NA,Belgium: 70,NA,NA
Belgium,JFR,2023,FR23EUR60JFR,"N-6179, N-7628",LACSA,BREMLA,BEL,2,2,4,+2,TON Increase,Belgium: 70,0.02857142857142857,0.05714285714285714
Belgium,MBR,2023,HR23EUREGMBR,N-8767,TRZAW,NA,BEL,NA,2,NA,NA,NA,Belgium: 70,NA,NA
Belgium,MBR,2023,HR23EUREAMBR,N-8767,"HORVW, TRZAW","ALOMY, APESV, LOLSS, POASS, TTTDD",BEL,1,1,1,0,TON Approves,Belgium: 70,0.014285714285714285,0.014285714285714285
Belgium,JFR,2023,FR23EUR38JFR,N-8952,MABSD,PODOLE,BEL,2,1,4,+2,TON Increase,Belgium: 70,0.02857142857142857,0.05714285714285714
Belgium,XWR,2023,IR23EURX3XWR,N-7364,FRAAN,TETRUR,BEL,1,2,1,0,TON Approves,Belgium: 70,0.014285714285714285,0.014285714285714285
Belgium,MBR,2023,HR23EUREDMBR,N-8767,TRZAW,NA,BEL,NA,1,NA,NA,NA,Belgium: 70,NA,NA
Belgium,XWR,2023,IR23EURP5XWR,"N-7364, N-8555",PYUCO,MABSD,BEL,2,1,3,+1,TON Increase,Belgium: 70,0.02857142857142857,0.04285714285714286
Belgium,CPR,2023,HR23EUR1KCPR,N-6030,BEAVA,"TTTDD, TTTMM, TTTTT",BEL,2,1,4,+2,TON Increase,Belgium: 70,0.02857142857142857,0.05714285714285714
Belgium,MBR,2023,HR23EURWLMBR,N-8384,HORVW,NA,BEL,NA,2,NA,NA,NA,Belgium: 70,NA,NA
Belgium,XWR,2023,ID23EURP1XWR,N-8555,MABSD,"APHIPO, DYSAPL",BEL,2,2,4,+2,TON Increase,Belgium: 70,0.02857142857142857,0.05714285714285714
Belgium,CPR,2023,HR23EUR1DCPR,N-6029,BEAVA,NA,BEL,1,2,1,0,TON Approves,Belgium: 70,0.014285714285714285,0.014285714285714285
Belgium,XWR,2023,IR23EURP3XWR,"N-7364, N-8555",MABSD,QUADPE,BEL,1,1,2,+1,TON Increase,Belgium: 70,0.014285714285714285,0.02857142857142857
Belgium,MBR,2023,HR23EURWBMBR,N-8384,"HORVW, TRZAW","ALOMY, LOLSS, MATIN, TTTDD",BEL,NA,2,NA,NA,NA,Belgium: 70,NA,NA
Belgium,MBR,2023,HR23EURWKMBR,N-8384,TRZAW,NA,BEL,NA,2,NA,NA,NA,Belgium: 70,NA,NA
