site_country,asm,field_year,tpt_id_key,project_number,crop_code,target_code,site_name,requested_trials,priority,ton_recommendation,difference,overall_recommendation,total_country_capacity,percent_country_capacity,ton_percent_country_capacity
Spain,MBR,2023,HR23EUREAMBR,N-8767,"HORVW, TRZAW","ALOMY, APESV, LOLSS, POASS, TTTDD",ESP,0,1,0,0,TON Approves,Spain: 250,0,0
Spain,XWR,2023,IR23EURV2XWR,N-7364,VITVI,EPITVI,ESP,1,1,2,+1,TON Increase,Spain: 250,0.004,0.008
Spain,MSX,2023,HA23EUR93MSX,BIRXL057,"BEAVA, BRSNS, BRSNW, HELAN, PHCTA, PIBSA, SINAL, VICFM, ZEAMA","YYSTA, YYSTD",ESP,0,1,0,0,TON Approves,Spain: 250,0,0
Spain,CPR,2023,HR23EURZYCPR,POSTAIR,YSTEG,"BBBPE, GGGPE, TTTOT",ESP,2,1,4,+2,TON Increase,Spain: 250,0.008,0.016
Spain,THX,2023,HA23EUR2ETHX,BIRXL057,"HORVW, TRZAW","ALOMY, LOLMU, MATCH",ESP,0,2,0,0,TON Approves,Spain: 250,0,0
Spain,MBR,2023,HR23EURX4MBR,POSTAIR,HORVW,NA,ESP,2,1,1,-1,TON Decrease,Spain: 250,0.008,0.004
Spain,PGR,2023,SR23EUR06PGR,"N-5559, N-7589","HORVW, SECCW, TRZAW, TTLWI",NA,ESP,2,1,2,0,TON Approves,Spain: 250,0.008,0.008
Spain,EIX,2023,IA23WLDC2EIX,BIAA0102,NNNVV,APHISP,ESP,0,1,0,0,TON Approves,Spain: 250,0,0
Spain,LLX,2023,HA23EUR8VLLX,BIDU0027,NNNOG,"LOLSS, TTTDD, TTTMM",ESP,2,2,4,+2,TON Increase,Spain: 250,0.008,0.016
Spain,CPR,2023,HR23EUR1HCPR,N-6029,BEAVA,NA,ESP,2,1,1,-1,TON Decrease,Spain: 250,0.008,0.004
Spain,CPR,2023,HR23EUR8ICPR,N-8045,VITVI,NA,ESP,2,2,2,0,TON Approves,Spain: 250,0.008,0.008
Spain,XWR,2023,IR23EURGVXWR,N-8555,CUMSA,APHIGO,ESP,1,1,2,+1,TON Increase,Spain: 250,0.004,0.008
Spain,XWR,2023,IR23EURPSXWR,N-8392,MABSD,HOPLTE,ESP,1,2,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,HMX,2023,HA23EUR0DHMX,BIRXL057,"HORVW, NNNGW, TRZAW","TTTDD, TTTMM",ESP,2,2,4,+2,TON Increase,Spain: 250,0.008,0.016
Spain,MBR,2023,HR23EUREIMBR,N-8767,TRZAW,NA,ESP,2,2,4,+2,TON Increase,Spain: 250,0.008,0.016
Spain,MBR,2023,HR23EURWIMBR,N-8384,TRZAW,NA,ESP,2,1,1,-1,TON Decrease,Spain: 250,0.008,0.004
Spain,XWR,2023,IR23EURGCXWR,N-4133,CICEL,"NASORN, ZZYYVV",ESP,1,2,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,CPR,2023,HR23EUR8ACPR,N-8045,OLVEU,TTTTT,ESP,2,2,1,-1,TON Decrease,Spain: 250,0.008,0.004
Spain,MBR,2023,HR23EURWFMBR,N-8384,HORVW,NA,ESP,1,1,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,JFR,2023,FR23EUR56JFR,N-6179,"CUMME, CUUPG",PSPECU,ESP,1,1,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,MBR,2023,HR23EURWAMBR,N-8384,"HORVW, TRZAW","APESV, GALAP, LOLSS, TTTDD",ESP,1,2,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,CPR,2023,HR23EURZXCPR,POSTAIR,YSTEG,"BBBAN, GGGAN",ESP,4,2,8,+4,TON Increase,Spain: 250,0.016,0.032
Spain,JFR,2023,FR23EUR63JFR,N-7628,"CUC, CUMME, CUMSA",PSPECU,ESP,1,2,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,XWR,2023,IR23EURPHXWR,N-7364,"CIDLI, CIDRE, CIDSI",DLTCAB,ESP,2,2,2,0,TON Approves,Spain: 250,0.008,0.008
Spain,MBR,2023,HR23EURWKMBR,N-8384,TRZAW,NA,ESP,2,2,3,+1,TON Increase,Spain: 250,0.008,0.012
Spain,MBR,2023,HR23EUREGMBR,N-8767,TRZAW,NA,ESP,2,1,2,0,TON Approves,Spain: 250,0.008,0.008
Spain,JFR,2023,FR23EUR53JFR,N-7628,LYPES,PHYTIN,ESP,1,2,2,+1,TON Increase,Spain: 250,0.004,0.008
Spain,XWR,2023,IR23EURV1XWR,N-7364,VITVI,"EOTECA, METTUL, TETRUR",ESP,2,1,1,-1,TON Decrease,Spain: 250,0.008,0.004
Spain,XWR,2023,IR23EURG3XWR,N-7364,LYPES,"HEMTLA, TETRUR",ESP,1,2,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,THX,2023,HA23EUR6FTHX,BIAI0003,"HORVW, TRZAW","ALOMY, AVEFA, LOLSS",ESP,1,2,2,+1,TON Increase,Spain: 250,0.004,0.008
Spain,MBR,2023,HR23EURWBMBR,N-8384,"HORVW, TRZAW","ALOMY, LOLSS, MATIN, TTTDD",ESP,1,1,2,+1,TON Increase,Spain: 250,0.004,0.008
Spain,PGR,2023,SR23EUR62PGR,N-5595,"CUMSA, LACSA, LYPES","SCLEMI, SCLESP",ESP,2,1,3,+1,TON Increase,Spain: 250,0.008,0.012
Spain,MBR,2023,HD23EUR04MBR,N-8488,"A1, TRZAW","APESV, POASS, TTTDD",ESP,2,2,2,0,TON Approves,Spain: 250,0.008,0.008
Spain,MBR,2023,HR23EURECMBR,N-8767,TRZAW,NA,ESP,NA,2,NA,NA,NA,Spain: 250,NA,NA
Spain,XWR,2023,IR23EURPOXWR,N-4133,PRNPS,EMPODC,ESP,2,1,4,+2,TON Increase,Spain: 250,0.008,0.016
Spain,HMX,2023,HA23EUR0JHMX,BIRX0119,"HORVW, NNNGW, TRZAW","TTTDD, TTTMM",ESP,1,1,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,XWR,2023,IR23EURG4XWR,N-7364,CPSAN,"HEMTLA, TETRUR",ESP,2,1,2,0,TON Approves,Spain: 250,0.008,0.008
Spain,THX,2023,HA23EUR2ATHX,BIRXL057,"HORVW, TRZAW","ALOMY, LOLMU, MATCH",ESP,1,1,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,XWR,2023,ID23EURG1XWR,DIGITRAP,CUMSA,"BEMITA, EHD, FRANOC, GNORAB",ESP,2,1,1,-1,TON Decrease,Spain: 250,0.008,0.004
Spain,JFR,2023,FR23EUR40JFR,N-3714,PYUCO,"PLEOAL, STEMSP",ESP,1,1,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,JFR,2023,FR23EUR54JFR,N-6179,LYPES,PHYTIN,ESP,1,2,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,SFR,2023,FR23EUR04SFR,N-8062,BRSNN,"ALTEBA, BOTRCI, ERYSCR, MYCOBR, PSDCCA, PYRPBR, SCLESC",ESP,2,1,4,+2,TON Increase,Spain: 250,0.008,0.016
Spain,SFR,2023,FR23EUR01SFR,N-8062,BRSNW,"ALTEBA, LEPTMA",ESP,1,1,2,+1,TON Increase,Spain: 250,0.004,0.008
Spain,MBR,2023,HR23EUREDMBR,N-8767,TRZAW,NA,ESP,NA,1,NA,NA,NA,Spain: 250,NA,NA
Spain,HMX,2023,HA23EUR0CHMX,BIRXL057,"HORVW, NNNGW, TRZAW","TTTDD, TTTMM",ESP,1,2,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,THX,2023,HA23EUR2DTHX,BIRXL057,"HORVW, TRZAW","ALOMY, LOLMU, MATCH",ESP,1,1,2,+1,TON Increase,Spain: 250,0.004,0.008
Spain,JFR,2023,FR23EUR80JFR,"N-6179, N-7628",SOLTU,PHYTIN,ESP,2,2,1,-1,TON Decrease,Spain: 250,0.008,0.004
Spain,JFR,2023,FR23EUR61JFR,"N-6179, N-7628",ALLPO,PHYTPO,ESP,1,1,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,CPR,2023,HR23EUR5CCPR,N-8109,ALLPO,"BBBAN, GGGGG",ESP,3,1,4,+1,TON Increase,Spain: 250,0.012,0.016
Spain,XWR,2023,IR23EURPLXWR,N-8392,PUNGR,PSECCI,ESP,1,1,2,+1,TON Increase,Spain: 250,0.004,0.008
Spain,MBR,2023,HR23EURWSMBR,N-8384,SECCW,NA,ESP,NA,2,NA,NA,NA,Spain: 250,NA,NA
Spain,MBR,2023,HR23EURX8MBR,POSTAIR,TRZDW,NA,ESP,2,1,4,+2,TON Increase,Spain: 250,0.008,0.016
Spain,JFR,2023,FR23EUR38JFR,N-8952,MABSD,PODOLE,ESP,1,2,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,MBR,2023,HR23EURWJMBR,N-8384,HORVW,NA,ESP,NA,2,NA,NA,NA,Spain: 250,NA,NA
Spain,CPR,2023,HR23EUR2GCPR,"N-6000, N-8045",OLVEU,"TTTDD, TTTMM, TTTTT",ESP,3,1,2,-1,TON Decrease,Spain: 250,0.012,0.008
Spain,MBR,2023,HR23EURWUMBR,N-8375,AVESW,NA,ESP,NA,1,NA,NA,NA,Spain: 250,NA,NA
Spain,XWR,2023,IR23EURPKXWR,N-8392,DOSKA,"EHA, EHH",ESP,3,2,6,+3,TON Increase,Spain: 250,0.012,0.024
Spain,CPR,2023,HR23EUR5HCPR,N-8109,ALLCE,NA,ESP,2,2,4,+2,TON Increase,Spain: 250,0.008,0.016
Spain,MBR,2023,HR23EURX5MBR,POSTAIR,TRZAW,NA,ESP,2,1,2,0,TON Approves,Spain: 250,0.008,0.008
Spain,MBR,2023,HR23EURWNMBR,N-8384,TRZDW,NA,ESP,3,2,5,+2,TON Increase,Spain: 250,0.012,0.02
Spain,CPR,2023,HR23EUR5ACPR,N-8109,SOLTU,"CHEAL, SOLNI, TTTDD, TTTMM",ESP,3,2,2,-1,TON Decrease,Spain: 250,0.012,0.008
Spain,THX,2023,HA23EUR3NTHX,BIYG0001,BRSNW,NA,ESP,1,1,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,CPR,2023,HR23EUR5BCPR,N-8109,SOLTU,NA,ESP,2,1,3,+1,TON Increase,Spain: 250,0.008,0.012
Spain,MBR,2023,HR23EURX2MBR,POSTAIR,"A1, TRZAW","ALOMY, LOLSS, TTTDD",ESP,0,2,0,0,TON Approves,Spain: 250,0,0
Spain,CPR,2023,HR23EUR1GCPR,N-6029,BEAVA,"TTTDD, TTTMM, TTTTT",ESP,4,2,4,0,TON Approves,Spain: 250,0.016,0.016
Spain,XWR,2023,IR23EURP9XWR,N-7364,CYLAV,TTNYHO,ESP,1,1,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,HMX,2023,HA23EUR0GHMX,BIRXN042,"HORVW, NNNGW, TRZAW","TTTDD, TTTMM",ESP,1,1,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,MBR,2023,HR23EUREHMBR,N-8767,HORVW,NA,ESP,NA,2,NA,NA,NA,Spain: 250,NA,NA
Spain,CPR,2023,HR23EUR5GCPR,N-8109,ALLCE,"BBBAN, GGGGG",ESP,3,2,1,-2,TON Decrease,Spain: 250,0.012,0.004
Spain,XWR,2023,IR23EURP6XWR,N-7364,"CIDLI, CIDRE, CIDSI","EUTEOR, METTCI, TETRUR",ESP,2,1,1,-1,TON Decrease,Spain: 250,0.008,0.004
Spain,MBR,2023,HR23EURWWMBR,N-8384,TRZSP,NA,ESP,NA,1,NA,NA,NA,Spain: 250,NA,NA
Spain,HMX,2023,HA23EUR0BHMX,BIRXL057,"HORVW, NNNGW, TRZAW","TTTDD, TTTMM",ESP,1,2,2,+1,TON Increase,Spain: 250,0.004,0.008
Spain,XWR,2023,IR23EURB5XWR,N-8768,BEAVA,APHIFA,ESP,0,1,0,0,TON Approves,Spain: 250,0,0
Spain,JFR,2023,FR23EUR59JFR,"N-6179, N-7628",LACSA,BREMLA,ESP,1,1,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,MBR,2023,HR23EURWTMBR,N-8384,TRZSP,NA,ESP,NA,1,NA,NA,NA,Spain: 250,NA,NA
Spain,PGR,2023,SR23EUR46PGR,N-2942,ZEAMX,NA,ESP,2,1,4,+2,TON Increase,Spain: 250,0.008,0.016
Spain,SFR,2023,FR23EUR10SFR,"N-8062, POSTAIR","HORVS, HORVW, SECCW","ERYSGH, PUCCHD, PYRNTE, RAMUCC, RHYNSE",ESP,2,1,1,-1,TON Decrease,Spain: 250,0.008,0.004
Spain,MBR,2023,HR23EUREBMBR,N-8767,"HORVW, TRZAW","ALOMY, APESV, LOLSS, POASS, TTTDD",ESP,0,2,0,0,TON Approves,Spain: 250,0,0
Spain,MBR,2023,HR23EURWRMBR,N-8384,SECCW,NA,ESP,NA,1,NA,NA,NA,Spain: 250,NA,NA
Spain,HMX,2023,HA23EUR0AHMX,BIRXL057,"HORVW, NNNGW, TRZAW","TTTDD, TTTMM",ESP,1,2,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,CPR,2023,HR23EUR5ECPR,N-8109,ALLCE,"BBBAN, GGGGG",ESP,3,1,1,-2,TON Decrease,Spain: 250,0.012,0.004
Spain,JFR,2023,FR23EUR55JFR,"N-6179, N-7628","CUC, CUMME, CUMSA",PSPECU,ESP,2,1,1,-1,TON Decrease,Spain: 250,0.008,0.004
Spain,MBR,2023,HR23EURWVMBR,N-8384,AVESW,NA,ESP,NA,2,NA,NA,NA,Spain: 250,NA,NA
Spain,MBR,2023,HR23EURX6MBR,POSTAIR,HORVW,NA,ESP,1,1,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,XWR,2023,IR23EURM1XWR,N-7364,ZEAMX,TETRUR,ESP,1,2,2,+1,TON Increase,Spain: 250,0.004,0.008
Spain,XWR,2023,IR23EURV3XWR,"N-7364, N-8555",VITVI,PLANFI,ESP,1,2,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,JFR,2023,FD23EUR48JFR,N-6179,CIDSI,PHYTCN,ESP,2,1,2,0,TON Approves,Spain: 250,0.008,0.008
Spain,PGR,2023,SR23EUR50PGR,N-7316,ZEAMX,"TTTTT, YERTR",ESP,5,2,2,-3,TON Decrease,Spain: 250,0.02,0.008
Spain,CPR,2023,HR23EUR2KCPR,"N-6000, N-8045",VITVI,"TTTDD, TTTMM, TTTTT",ESP,3,1,1,-2,TON Decrease,Spain: 250,0.012,0.004
Spain,MBR,2023,HR23EURWMMBR,N-8384,"CCCC1, CCCC2, CCCC3, TRZAW","YYSTA, YYSTB",ESP,2,2,4,+2,TON Increase,Spain: 250,0.008,0.016
Spain,XWR,2023,IR23EURX1XWR,N-7364,"RIBNI, RUBID, VACCO",TETRUR,ESP,2,2,1,-1,TON Decrease,Spain: 250,0.008,0.004
Spain,JFR,2023,FD23EUR70JFR,N-6961,"ALLAS, ALLCE","ALTEPO, PLEOAL, PSDMSY, PUCCAL, SCLESQ, SCLOCE",ESP,3,2,6,+3,TON Increase,Spain: 250,0.012,0.024
Spain,MBR,2023,HR23EURX7MBR,POSTAIR,TRZDW,NA,ESP,3,2,2,-1,TON Decrease,Spain: 250,0.012,0.008
Spain,XWR,2023,IR23EURPIXWR,"N-7364, N-8555","CIDLI, CIDRE, CIDSI","ASPDNE, COCCHE, LEPSBE, PARLPE, PSECCI",ESP,2,1,3,+1,TON Increase,Spain: 250,0.008,0.012
Spain,JFR,2023,FR23EUR52JFR,N-5963,LYPES,ALTESO,ESP,1,1,2,+1,TON Increase,Spain: 250,0.004,0.008
Spain,MBR,2023,HR23EURUAMBR,N-8375,"HORVW, TRZAW","ALOMY, APESV, POASS, TTTDD",ESP,1,1,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,MBR,2023,HR23EURWCMBR,N-8384,"HORVW, TRZAW","ALOMY, APESV, LOLSS, POASS, TTTDD",ESP,6,2,4,-2,TON Decrease,Spain: 250,0.024,0.016
Spain,JPX,2023,HA23EURF0JPX,BIHB0001,"HORVW, TRZAW","ALOMY, AVESA, LOLMU, TTTMM",ESP,1,1,2,+1,TON Increase,Spain: 250,0.004,0.008
Spain,THX,2023,HA23EUR2HTHX,BIRXL057,"HORVW, TRZAW","ALOMY, LOLMU, MATCH",ESP,2,2,3,+1,TON Increase,Spain: 250,0.008,0.012
Spain,MBR,2023,HR23EUREKMBR,N-8767,"CCCC1, CCCC2, CCCC3, TRZAW","YYSTA, YYSTB",ESP,2,2,2,0,TON Approves,Spain: 250,0.008,0.008
Spain,MBR,2023,HR23EURT2MBR,N-8614,"HORVX, TRZAX",NA,ESP,4,1,4,0,TON Approves,Spain: 250,0.016,0.016
Spain,CPR,2023,HD23EUR3ACPR,N-8464,ZEAMX,WWWWW,ESP,2,1,1,-1,TON Decrease,Spain: 250,0.008,0.004
Spain,XWR,2023,IR23EURPPXWR,N-4133,MABSD,ERISLA,ESP,3,1,2,-1,TON Decrease,Spain: 250,0.012,0.008
Spain,MBR,2023,HR23EURWLMBR,N-8384,HORVW,NA,ESP,0,1,0,0,TON Approves,Spain: 250,0,0
Spain,MBR,2023,HR23EUREJMBR,N-8767,HORVW,NA,ESP,0,1,0,0,TON Approves,Spain: 250,0,0
Spain,JFR,2023,FR23EUR82JFR,"N-6179, N-7628",SOLTU,NA,ESP,1,1,2,+1,TON Increase,Spain: 250,0.004,0.008
Spain,MBR,2023,HR23EURT1MBR,N-8614,TRZAX,"AGRRE, ALOMY, BROST, GGGAN, LOLMU, LOLPE, TTTOT",ESP,2,2,1,-1,TON Decrease,Spain: 250,0.008,0.004
Spain,EIX,2023,IA23WLDC1EIX,BIAA0102,"GOSHI, LYPES, NNNVV","BEMISP, TRIAVA",ESP,2,1,1,-1,TON Decrease,Spain: 250,0.008,0.004
Spain,CPR,2023,HR23EUR8FCPR,N-8045,VITVI,TTTTT,ESP,2,1,3,+1,TON Increase,Spain: 250,0.008,0.012
Spain,CPR,2023,HR23EUR8TCPR,N-8045,"C2, C3","TTTDD, TTTMM, TTTTT",ESP,4,2,2,-2,TON Decrease,Spain: 250,0.016,0.008
Spain,JFR,2023,FR23EUR36JFR,N-5663,FRAAN,"PHYTCC, PHYTFR",ESP,1,2,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,MBR,2023,HR23EUREEMBR,N-8767,HORVW,NA,ESP,NA,1,NA,NA,NA,Spain: 250,NA,NA
Spain,MBR,2023,HR23EURX1MBR,POSTAIR,"A1, TRZAW","GGGGG, LOLSS, TTTDD",ESP,0,2,0,0,TON Approves,Spain: 250,0,0
Spain,CPR,2023,HR23EUR8LCPR,N-8045,C3,NA,ESP,1,1,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,MBR,2023,HD23EUR01MBR,N-8488,"A1, TRZAW","APESV, POASS, TTTDD",ESP,2,1,3,+1,TON Increase,Spain: 250,0.008,0.012
Spain,MBR,2023,HR23EURWGMBR,N-8384,TRZAW,NA,ESP,2,1,3,+1,TON Increase,Spain: 250,0.008,0.012
Spain,XWR,2023,IR23EURX3XWR,N-7364,FRAAN,TETRUR,ESP,1,2,2,+1,TON Increase,Spain: 250,0.004,0.008
Spain,JFR,2023,FR23EUR62JFR,N-7628,LYPES,"ALTESO, PHYTIN",ESP,1,1,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,MBR,2023,HR23EUREFMBR,N-8767,HORVW,NA,ESP,NA,2,NA,NA,NA,Spain: 250,NA,NA
Spain,MBR,2023,HR23EURUBMBR,N-8375,"HORVW, TRZAW","ALOMY, APESV, POASS, TTTDD",ESP,1,2,2,+1,TON Increase,Spain: 250,0.004,0.008
Spain,CPR,2023,HD23EUR2ZCPR,N-8109,"C2, C5, CIDSS, OLVEU","TTTDD, TTTMM",ESP,1,1,2,+1,TON Increase,Spain: 250,0.004,0.008
Spain,XWR,2023,IR23EURPAXWR,N-8392,PRNDU,EURTAM,ESP,2,2,1,-1,TON Decrease,Spain: 250,0.008,0.004
Spain,CPR,2023,HR23EURZTCPR,POSTAIR,"C3, C5, CIDSS, OLVEU","BBBPE, GGGPE, TTTOT",ESP,2,1,4,+2,TON Increase,Spain: 250,0.008,0.016
Spain,MBR,2023,HR23EURWPMBR,N-8384,TTLWI,NA,ESP,NA,1,NA,NA,NA,Spain: 250,NA,NA
Spain,HMX,2023,HA23EUR0LHMX,BIRX0119,"HORVW, NNNGW, TRZAW","TTTDD, TTTMM",ESP,1,2,2,+1,TON Increase,Spain: 250,0.004,0.008
Spain,XWR,2023,IR23EURP4XWR,"N-7364, N-8555","PRNDO, PRNPN, PRNPS","LECACO, PSEAPE, QUADPE",ESP,1,2,2,+1,TON Increase,Spain: 250,0.004,0.008
Spain,CPR,2023,HR23EUR2HCPR,"N-6000, N-8045",OLVEU,NA,ESP,2,2,1,-1,TON Decrease,Spain: 250,0.008,0.004
Spain,XWR,2023,IR23EURP8XWR,N-7364,"PRNAV, PRNDO, PRNPS",TETRUR,ESP,1,2,2,+1,TON Increase,Spain: 250,0.004,0.008
Spain,CPR,2023,HR23EUR1PCPR,N-6030,BEAVA,NA,ESP,2,1,3,+1,TON Increase,Spain: 250,0.008,0.012
Spain,MBR,2023,HR23EURWEMBR,N-8384,TRZAW,NA,ESP,1,1,2,+1,TON Increase,Spain: 250,0.004,0.008
Spain,JFR,2023,FR23EUR06JFR,N-8952,VITVI,UNCINE,ESP,2,2,3,+1,TON Increase,Spain: 250,0.008,0.012
Spain,CPR,2023,HR23EUR5FCPR,N-8109,ALLCE,NA,ESP,2,2,3,+1,TON Increase,Spain: 250,0.008,0.012
Spain,MBR,2023,HR23EURWQMBR,N-8384,TTLWI,NA,ESP,NA,2,NA,NA,NA,Spain: 250,NA,NA
Spain,CPR,2023,HR23EUR8DCPR,N-8045,CIDSS,TTTTT,ESP,3,1,4,+1,TON Increase,Spain: 250,0.012,0.016
Spain,JFR,2023,FR23EUR57JFR,"N-6179, N-7628","ALLAS, ALLCE",PERODE,ESP,2,2,3,+1,TON Increase,Spain: 250,0.008,0.012
Spain,MBR,2023,HR23EURWOMBR,N-8375,TRZDW,NA,ESP,2,1,4,+2,TON Increase,Spain: 250,0.008,0.016
Spain,HMX,2023,HA23EUR0EHMX,BIRXL057,"HORVW, NNNGW, TRZAW",TTTMM,ESP,1,1,2,+1,TON Increase,Spain: 250,0.004,0.008
Spain,HMX,2023,HA23EUR0HHMX,BIRXN042,"HORVW, NNNGW, TRZAW","TTTDD, TTTMM",ESP,1,2,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,JFR,2023,FR23EUR37JFR,N-8952,MABSD,VENTIN,ESP,1,1,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,CPR,2023,HR23EURZSCPR,POSTAIR,"C3, C5, CIDSS, OLVEU","BBBAN, GGGAN",ESP,4,2,2,-2,TON Decrease,Spain: 250,0.016,0.008
Spain,HMX,2023,HA23EUR0KHMX,BIRX0119,"HORVW, NNNGW, TRZAW","TTTDD, TTTMM",ESP,1,2,2,+1,TON Increase,Spain: 250,0.004,0.008
Spain,XWR,2023,IR23EURG6XWR,N-7364,CUUPG,TETRUR,ESP,1,2,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,XWR,2023,IR23EURPJXWR,N-8555,"CIDLI, CIDRE, CIDSI","ALTHFL, PARYMI",ESP,2,1,2,0,TON Approves,Spain: 250,0.008,0.008
Spain,MBR,2023,HR23EURX3MBR,POSTAIR,TRZAW,NA,ESP,1,2,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,XWR,2023,IR23EURG7XWR,N-7364,PHSVV,TETRUR,ESP,2,1,4,+2,TON Increase,Spain: 250,0.008,0.016
Spain,XWR,2023,IR23EURPXXWR,"N-7364, N-8555",CIDSI,AONDAU,ESP,1,1,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,JPX,2023,HA23EURE0JPX,BIHB0001,"HORVW, TRZAW","ALOMY, AVESA, LOLMU, TTTMM",ESP,1,2,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,JFR,2023,FR23EUR60JFR,"N-6179, N-7628",LACSA,BREMLA,ESP,1,2,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,JFR,2023,FR23EUR51JFR,N-7011,"ALLAS, ALLCE",PERODE,ESP,1,1,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,XWR,2023,IR23EURP3XWR,"N-7364, N-8555",MABSD,QUADPE,ESP,1,1,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,MBR,2023,HR23EURWHMBR,N-8384,HORVW,NA,ESP,NA,2,NA,NA,NA,Spain: 250,NA,NA
Spain,CPR,2023,HR23EUR8CCPR,N-8045,CIDSS,NA,ESP,3,2,5,+2,TON Increase,Spain: 250,0.012,0.02
Spain,JFR,2023,FR23EUR04JFR,N-8716,VITVI,UNCINE,ESP,1,1,1,0,TON Approves,Spain: 250,0.004,0.004
Spain,CPR,2023,HR23EUR1OCPR,N-6030,BEAVA,"TTTDD, TTTMM, TTTTT",ESP,4,2,3,-1,TON Decrease,Spain: 250,0.016,0.012
Turkey,AKR,2023,HR23EUR03AKR,N-7997,TRZAW,TTTTT,TUR,8,1,8,0,TON Approves,Turkey: 60,0.13333333333333333,0.13333333333333333
Turkey,AKR,2023,FR23EUR09AKR,N-8354,PRNDU,MONILA,TUR,2,1,4,+2,TON Increase,Turkey: 60,0.03333333333333333,0.06666666666666667
Turkey,AKR,2023,FR23EUR19AKR,N-7011,"LYPES, SOLTU",PHYTIN,TUR,2,2,1,-1,TON Decrease,Turkey: 60,0.03333333333333333,0.016666666666666666
Turkey,AKR,2023,HR23EUR01AKR,N-3549,"CIEAR, ZEAMA",TTTTT,TUR,8,1,15,+7,TON Increase,Turkey: 60,0.13333333333333333,0.25
Turkey,AKR,2023,FR23EUR06AKR,N-4123,LYPES,XANTEU,TUR,2,2,2,0,TON Approves,Turkey: 60,0.03333333333333333,0.03333333333333333
Turkey,AKR,2023,FR23EUR22AKR,N-5595,FRAVE,FUSASP,TUR,2,2,1,-1,TON Decrease,Turkey: 60,0.03333333333333333,0.016666666666666666
Turkey,AKR,2023,IR23EUR01AKR,N-8397,MUBPA,HETDSC,TUR,4,2,2,-2,TON Decrease,Turkey: 60,0.06666666666666667,0.03333333333333333
Turkey,AKR,2023,FR23EUR05AKR,N-5414,VITVI,PLASVI,TUR,2,2,1,-1,TON Decrease,Turkey: 60,0.03333333333333333,0.016666666666666666
Turkey,AKR,2023,FR23EUR20AKR,N-5595,NA,NA,TUR,2,1,3,+1,TON Increase,Turkey: 60,0.03333333333333333,0.05
Turkey,AKR,2023,FR23EUR02AKR,N-5410,CUMSA,PSPECU,TUR,4,2,4,0,TON Approves,Turkey: 60,0.06666666666666667,0.06666666666666667
Turkey,AKR,2023,FR23EUR21AKR,N-5595,CUMME,FUSASP,TUR,2,2,4,+2,TON Increase,Turkey: 60,0.03333333333333333,0.06666666666666667
Turkey,AKR,2023,FR23EUR15AKR,N-8354,"CITLA, CUUMO","ERYSCI, LEVETA",TUR,2,1,2,0,TON Approves,Turkey: 60,0.03333333333333333,0.03333333333333333
Turkey,AKR,2023,FR23EUR26AKR,N-4556,TRZAW,PUCCRE,TUR,NA,2,NA,NA,NA,Turkey: 60,NA,NA
Turkey,AKR,2023,FR23EUR17AKR,N-6002,CYDOB,MONISP,TUR,2,1,3,+1,TON Increase,Turkey: 60,0.03333333333333333,0.05
Turkey,AKR,2023,HR23EUR02AKR,N-7953,"HORVW, TRZAW",BBBOT,TUR,2,2,4,+2,TON Increase,Turkey: 60,0.03333333333333333,0.06666666666666667
Turkey,AKR,2023,FR23EUR12AKR,N-6002,OLVEU,CYCLOL,TUR,2,2,2,0,TON Approves,Turkey: 60,0.03333333333333333,0.03333333333333333
